ID, Name, Background, Base, Eyes, Head, Clothes, Name 1/1
1118, Starbirds #1118, Grey, Grey Royal, Stars, Ear Muffs, Green SB, 
1119, Starbirds #1119, Pink, Blue Protector, Wide, Gold, None, 
1120, Starbirds #1120, Green, Purple Scout, Derp, Moon, SB Tee, 
1121, Starbirds #1121, Grey, Red Protector, Tired, Robot Antenna, Blue Shirt, 
1122, Starbirds #1122, Purple, Brown Royal, Tired, Ear Muffs, SB Tee, 
1123, Starbirds #1123, Purple Space, Red, Green Eyes, Baby Seal, Blue Shirt, 
1124, Starbirds #1124, Pink, Red Fighter, Tired, None, None, 
1125, Starbirds #1125, Fire, Gold Royal, Chill, Ear Muffs, None, 
1126, Starbirds #1126, Pink, Grey Protector, Sunset Shades, Space Ship, Green SB, 
1127, Starbirds #1127, Pink, Blue Fighter, Tired, Micky Dee, None, 
1128, Starbirds #1128, Grey, Red Fighter, Green Shades, Gold, Blue scarf, 
1129, Starbirds #1129, Purple, Purple Royal, Tired, Moonrock, SB Tee, 
1130, Starbirds #1130, Clouds, Purple Royal, Red Shades, Cyborg Antlers, Green Hoodie, 
1131, Starbirds #1131, Purple, Purple Fighter, Sleeping, Gold, Blue Shirt, 
1132, Starbirds #1132, Green Space, Purple Fighter, Neon Shades, Moon, Red SB, 
1133, Starbirds #1133, Pink, Red Fighter, Chill, Blue Bucket, Green Hoodie, 
1134, Starbirds #1134, Fire, Purple Royal, Neon Shades, Beer Hat, Blue scarf, 
1135, Starbirds #1135, Yellow, Brown Protector, Tired, None, Kings Robe, 
1136, Starbirds #1136, Yellow, Blue Scout, Neon Shades, Baby Seal, Halo, 
1137, Starbirds #1137, Blue, Blue Scout, Stars, None, Red SB, 
1138, Starbirds #1138, Green, Brown Royal, Tired, White Bucket Hat, Blue scarf, 
1139, Starbirds #1139, Purple Space, Grey Fighter, Stars, Ear Muffs, Green Scarf, 
1140, Starbirds #1140, Purple, Red Royal, Angry Eyes, Star, Halo, 
1141, Starbirds #1141, Purple Space, Red Fighter, Stars, Moonrock, Green SB, 
1142, Starbirds #1142, Grey, Brown Royal, Round glasses, Red Bucket, None, 
1143, Starbirds #1143, Yellow, Black Protector, Wide, Wizard Hat, Blue scarf, 
1144, Starbirds #1144, Blue, Brown Protector, Derp, Beer Hat, None, 
1145, Starbirds #1145, Green Space, Blue Fighter, Sunset Shades, Moon, Halo, 
1146, Starbirds #1146, Fire, Black Scout, Round glasses, White Bucket Hat, Green Scarf, 
1147, Starbirds #1147, Grey, Red Fighter, Red Shades, Space Ship, Red SB, 
1148, Starbirds #1148, Pink, Brown Figher, Red Shades, Low Battery, Blue Shirt, 
1149, Starbirds #1149, Clouds, Blue Scout, Wide, Cyborg Antlers, Jetpack, 
1150, Starbirds #1150, Purple, Grey Scout, Round glasses, Gold, Green SB, 
1151, Starbirds #1151, Pink, Brown Royal, Stars, Wifi, Green SB, 
1152, Starbirds #1152, Grey, Purple Royal, Red Shades, Crown, SB Tee, 
1153, Starbirds #1153, Pink, Red Fighter, Chill, Baby Seal, Red SB, 
1154, Starbirds #1154, Grey, Purple Royal, Angry Eyes, Space Ship, SB Tee, 
1155, Starbirds #1155, Grey, Grey Royal, Green Eyes, Space Ship, Green Scarf, 
1156, Starbirds #1156, Purple Space, Blue Scout, Sunset Shades, Wizard Hat, Gold Robe, 
1157, Starbirds #1157, Blue, Blue Scout, Sleeping, Black Red, Green Hoodie, 
1158, Starbirds #1158, Yellow, Blue Fighter, Wide, None, Jetpack, 
1159, Starbirds #1159, Yellow, Blue Scout, Vipers, White Bucket Hat, Blue Shirt, 
1160, Starbirds #1160, Pink, Gold Fighter, Aviators, Space Ship, Green Scarf, 
1161, Starbirds #1161, Pink, Purple Protector, Chill, Moonrock, Red Scarf, 
1162, Starbirds #1162, Blue, Red Fighter, Angry Eyes, Cowboy, SB Tee, 
1163, Starbirds #1163, Purple, Gold Fighter, Sunset Shades, Robot Antenna, Orange SB, 
1164, Starbirds #1164, Purple Space, Black Fighter, Angry Eyes, Cowboy, Blue Hoodie, 
1165, Starbirds #1165, Green, Grey Fighter, Round glasses, Space Ship, Green SB, 
1166, Starbirds #1166, Green, Blue Scout, Tired, Wifi, Blue Shirt, 
1167, Starbirds #1167, Yellow, Grey Royal, Round glasses, Black Red, Blue scarf, 
1168, Starbirds #1168, Space, Purple Fighter, Wide, Black Red, None, 
1169, Starbirds #1169, Yellow, Red, Sunset Shades, Grey Hat, Red Scarf, 
1170, Starbirds #1170, Grey, Grey Protector, Stars, Moonrock, Green SB, 
1171, Starbirds #1171, Gradient, Blue Protector, Angry Eyes, Moonrock, Cyber Jacket, 
1172, Starbirds #1172, Blue, Blue Fighter, Chill, Star, Green Hoodie, 
1173, Starbirds #1173, Blue, Brown Royal, Wide, Hair, Blue scarf, 
1174, Starbirds #1174, Purple, Blue Protector, Cyborg, Red Bucket, Orange SB, 
1175, Starbirds #1175, Yellow, Grey Royal, Chill, Wizard Hat, None, 
1176, Starbirds #1176, Green Space, Grey Fighter, Angry Eyes, Moon, Green SB, 
1177, Starbirds #1177, Purple, Grey Fighter, Tired, Crown, Green Hoodie, 
1178, Starbirds #1178, Clouds, Black Fighter, Vipers, Grey Hat, SB Tee, 
1179, Starbirds #1179, Yellow, Red Protector, Red Shades, Low Battery, None, 
1180, Starbirds #1180, Yellow, Red, Derp, Cyborg Antlers, Green Hoodie, 
1181, Starbirds #1181, Purple, Red Fighter, Angry Eyes, Gold, Orange SB, 
1182, Starbirds #1182, Purple, Red Royal, Vipers, Star, Red Scarf, 
1183, Starbirds #1183, Yellow, Brown Scout, Green Shades, Low Battery, Blue scarf, 
1184, Starbirds #1184, Pink, Blue Fighter, Derp, Low Battery, Cyber Jacket, 
1185, Starbirds #1185, Yellow, Purple Scout, Tired, White Bucket Hat, Green SB, 
1186, Starbirds #1186, Purple, Grey Protector, Neon Shades, Black Red, Green Hoodie, 
1187, Starbirds #1187, Yellow, Grey Fighter, Wide, Moon, Green SB, 
1188, Starbirds #1188, Purple, Blue Scout, Neon Shades, Cyborg Antlers, Diamons Necklace, 
1189, Starbirds #1189, Green, Purple Scout, Cyborg, Moon, Gold Robe, 
1190, Starbirds #1190, Blue, Black Fighter, Stars, Indian, SB Tee, 
1191, Starbirds #1191, Grey, Blue Protector, Sunset Shades, Red Bucket, SB Tee, 
1192, Starbirds #1192, Purple Space, Blue Protector, Angry Eyes, Cyborg Antlers, Kings Robe, 
1193, Starbirds #1193, Grey, Black Protector, Chill, Red Bucket, Blue Shirt, 
1194, Starbirds #1194, Grey, Red, Derp, Wizard Hat, SB Tee, 
1195, Starbirds #1195, Green, Black Protector, Green Shades, White Bucket Hat, Green SB, 
1196, Starbirds #1196, Blue, Black Scout, Vipers, Micky Dee, Halo, 
1197, Starbirds #1197, Blue, Brown Scout, Neon Shades, Micky Dee, Orange SB, 
1198, Starbirds #1198, Blue, Brown Figher, Wide, None, None, 
1199, Starbirds #1199, Purple, Gold Scout, Round glasses, Star, None, 
1200, Starbirds #1200, Pink, Red Royal, Ruby, Beer Hat, Blue scarf, 
1201, Starbirds #1201, Green Space, Brown Figher, Sleeping, Hair, Green SB, 
1202, Starbirds #1202, Grey, Grey Royal, Round glasses, White Bucket Hat, SB Tee, 
1203, Starbirds #1203, Pink, Grey Fighter, Tired, Red Bucket, Gold Robe, 
1204, Starbirds #1204, Yellow, Grey Scout, Aviators, Cyborg Antlers, None, 
1205, Starbirds #1205, Blue, Blue Fighter, Cyborg, Cowboy, Jetpack, 
1206, Starbirds #1206, Yellow, Red Royal, Vipers, Micky Dee, None, 
1207, Starbirds #1207, Purple, Red Royal, Sunset Shades, None, Green SB, 
1208, Starbirds #1208, Purple, Black Protector, Chill, Grey Hat, Blue Shirt, 
1209, Starbirds #1209, Purple, Grey Royal, Aviators, None, Kings Robe, 
1210, Starbirds #1210, Purple, Brown Scout, Wide, None, Blue Hoodie, 
1211, Starbirds #1211, Blue, Brown Figher, Sunset Shades, Black Red, Diamons Necklace, 
1212, Starbirds #1212, Gradient, Grey Fighter, Round glasses, Grey Hat, Blue Shirt, 
1213, Starbirds #1213, Clouds, Red, Cyborg, Low Battery, Cyber Jacket, 
1214, Starbirds #1214, Purple Space, Red Royal, Red Shades, None, Green SB, 
1215, Starbirds #1215, Purple, Grey Protector, Rainbow Shades, Baby Seal, None, 
1216, Starbirds #1216, Grey, Black Scout, Neon Shades, None, SB Tee, 
1217, Starbirds #1217, Green Space, Grey Royal, Vipers, Star, None, 
1218, Starbirds #1218, Yellow, Black Fighter, Wide, Ded, Red SB, 
1219, Starbirds #1219, Grey, Brown Royal, Red Shades, Wifi, Blue Shirt, 
1220, Starbirds #1220, Space, Red Protector, Wide, Ear Muffs, Blue scarf, 
1221, Starbirds #1221, Clouds, Brown Figher, Green Shades, None, Blue Shirt, 
1222, Starbirds #1222, Fire, Brown Scout, Neon Shades, Blue Bucket, Red Scarf, 
1223, Starbirds #1223, Yellow, Red Protector, Angry Eyes, Beer Hat, None, 
1224, Starbirds #1224, Blue, Purple Scout, Cyborg, Hair, Red SB, 
1225, Starbirds #1225, Green, Grey Protector, Rainbow Shades, Moon, SB Tee, 
1226, Starbirds #1226, Grey, Blue Royal, Sleeping, Ear Muffs, Kings Robe, 
1227, Starbirds #1227, Yellow, Black Fighter, Round glasses, Cowboy, Blue Shirt, 
1228, Starbirds #1228, Green Space, Red, Cyborg, None, None, 
1229, Starbirds #1229, Grey, Black Fighter, Angry Eyes, Space Ship, Blue scarf, 
1230, Starbirds #1230, Blue, Black Scout, Wide, Low Battery, Cyber Jacket, 
1231, Starbirds #1231, Blue, Red Royal, Stars, Beer Hat, Green SB, 
1232, Starbirds #1232, Purple, Blue Scout, Cyborg, Cyborg Antlers, Blue Shirt, 
1233, Starbirds #1233, Green, Grey Royal, Rainbow Shades, Moonrock, Blue scarf, 
1234, Starbirds #1234, Yellow, Black Fighter, Round glasses, Hair, SB Tee, 
1235, Starbirds #1235, Clouds, Blue Fighter, Sunset Shades, Star, SB Tee, 
1236, Starbirds #1236, Green Space, Black Fighter, Aviators, Moon, None, 
1237, Starbirds #1237, Grey, Brown Scout, Angry Eyes, Wifi, SB Tee, 
1238, Starbirds #1238, Yellow, Blue Royal, Sunset Shades, Star, Gold Robe, 
1239, Starbirds #1239, Purple, Brown Figher, Wide, Grey Hat, Blue Hoodie, 
1240, Starbirds #1240, Pink, Black Royal, Round glasses, Space Ship, None, 
1241, Starbirds #1241, Fire, Black Fighter, Cyborg, Wizard Hat, Blue Shirt, 
1242, Starbirds #1242, Purple Space, Brown Scout, Sunset Shades, Grey Hat, Gold Robe, 
1243, Starbirds #1243, Fire, Red, Sleeping, Cowboy, Green Scarf, 
1244, Starbirds #1244, Purple, Brown Figher, Green Eyes, Moon, Blue Shirt, 
1245, Starbirds #1245, Gradient, Grey Scout, Derp, Indian, Cyber Jacket, 
1246, Starbirds #1246, Gradient, Black Scout, Green Shades, Ear Muffs, None, 
1247, Starbirds #1247, Grey, Black Royal, Aviators, None, SB Tee, 
1248, Starbirds #1248, Blue, Brown Scout, Sleeping, Micky Dee, SB Tee, 
1249, Starbirds #1249, Yellow, Red, Cyborg, Wizard Hat, Green Hoodie, 
1250, Starbirds #1250, Purple, Purple Scout, Stars, Black Red, Blue Hoodie, 
1251, Starbirds #1251, Pink, Black Protector, Stars, Blue Bucket, Blue Shirt, 
1252, Starbirds #1252, Purple Space, Blue Royal, Neon Shades, None, Red Scarf, 
1253, Starbirds #1253, Purple, Blue Royal, Sleeping, Wifi, Blue Hoodie, 
1254, Starbirds #1254, Blue, Black Scout, Chill, Moonrock, Cyber Jacket, 
1255, Starbirds #1255, Yellow, Black Protector, Round glasses, Wifi, Blue Hoodie, 
1256, Starbirds #1256, Blue, Blue Protector, Wide, None, Kings Robe, 
1257, Starbirds #1257, Green, Grey Scout, Stars, Wizard Hat, Diamons Necklace, 
1258, Starbirds #1258, Green Space, Blue Protector, Wide, Beer Hat, Green SB, 
1259, Starbirds #1259, Fire, Black Fighter, Vipers, White Bucket Hat, None, 
1260, Starbirds #1260, Purple, Purple Fighter, Rainbow Shades, Micky Dee, Blue Hoodie, 
1261, Starbirds #1261, Gradient, Blue Scout, Stars, Ded, None, 
1262, Starbirds #1262, Blue, Purple Fighter, Sleeping, Robot Antenna, Green SB, 
1263, Starbirds #1263, Purple, Gold Protector, Wide, Moon, Blue scarf, 
1264, Starbirds #1264, Pink, Black Fighter, Sunset Shades, Moon, None, 
1265, Starbirds #1265, Pink, Grey Royal, Neon Shades, Cyborg Antlers, Blue Hoodie, 
1266, Starbirds #1266, Fire, Brown Royal, Aviators, White Bucket Hat, Cyber Jacket, 
1267, Starbirds #1267, Pink, Blue Royal, Tired, Black Red, Green Hoodie, 
1268, Starbirds #1268, Purple Space, Grey Scout, Rainbow Shades, Star, Blue scarf, 
1269, Starbirds #1269, Grey, Brown Figher, Angry Eyes, Cowboy, Blue Shirt, 
1270, Starbirds #1270, Grey, Brown Figher, Vipers, Ear Muffs, Blue scarf, 
1271, Starbirds #1271, Purple Space, Blue Fighter, Green Shades, Star, Jetpack, 
1272, Starbirds #1272, Blue, Gold Fighter, Red Shades, Gold, Blue Hoodie, 
1273, Starbirds #1273, Clouds, Grey Royal, Round glasses, Star, None, 
1274, Starbirds #1274, Grey, Black Fighter, Round glasses, None, Red Scarf, 
1275, Starbirds #1275, Purple, Purple Royal, Wide, Electricity, Blue Shirt, 
1276, Starbirds #1276, Pink, Red Protector, Red Shades, Low Battery, Orange SB, 
1277, Starbirds #1277, Clouds, Gold Protector, Green Eyes, Moonrock, Orange SB, 
1278, Starbirds #1278, Space, Black Royal, Stars, Space Ship, Green Scarf, 
1279, Starbirds #1279, Purple, Black Scout, Derp, Beer Hat, Green Scarf, 
1280, Starbirds #1280, Green Space, Grey Protector, Chill, Grey Hat, Green Scarf, 
1281, Starbirds #1281, Yellow, Blue Scout, Round glasses, White Bucket Hat, Gold chain, 
1282, Starbirds #1282, Purple, Brown Scout, Sunset Shades, Space Ship, Orange SB, 
1283, Starbirds #1283, Blue, Purple Scout, Wide, None, Green SB, 
1284, Starbirds #1284, Clouds, Grey Fighter, Green Eyes, Indian, Green Scarf, 
1285, Starbirds #1285, Green, Red Fighter, Red Shades, Red Bucket, None, 
1286, Starbirds #1286, Blue, Brown Scout, Angry Eyes, Cowboy, Blue Shirt, 
1287, Starbirds #1287, Grey, Red, Neon Shades, None, Kings Robe, 
1288, Starbirds #1288, Blue, Red Fighter, Derp, Beer Hat, SB Tee, 
1289, Starbirds #1289, Purple, Grey Fighter, Sunset Shades, None, Blue Shirt, 
1290, Starbirds #1290, Yellow, Brown Figher, Round glasses, Low Battery, None, 
1291, Starbirds #1291, Pink, Grey Scout, Chill, White Bucket Hat, Green SB, 
1292, Starbirds #1292, Green Space, Red Royal, Ruby, Moon, Diamons Necklace, 
1293, Starbirds #1293, Green, Purple Fighter, Derp, Moonrock, None, 
1294, Starbirds #1294, Yellow, Purple Fighter, Wide, Ear Muffs, Green SB, 
1295, Starbirds #1295, Green, Purple Fighter, Aviators, Low Battery, Blue Shirt, 
1296, Starbirds #1296, Green, Purple Protector, Chill, Blue Bucket, Red Scarf, 
1297, Starbirds #1297, Purple, Purple Scout, Sunset Shades, Grey Hat, Blue Shirt, 
1298, Starbirds #1298, Pink, Black Royal, Stars, Star, Green SB, 
1299, Starbirds #1299, Clouds, Blue Royal, Green Eyes, Cowboy, Orange SB, 
1300, Starbirds #1300, Blue, Black Protector, Wide, Robot Antenna, Red SB, 
1301, Starbirds #1301, Purple, Black Fighter, Green Eyes, Cowboy, Orange SB, 
1302, Starbirds #1302, Purple, Purple Royal, Angry Eyes, Moonrock, Jetpack, 
1303, Starbirds #1303, Pink, Black Protector, Green Eyes, Low Battery, None, 
1304, Starbirds #1304, Fire, Blue Protector, Tired, Blue Bucket, None, 
1305, Starbirds #1305, Space, Grey Protector, Rainbow Shades, Low Battery, Green Scarf, 
1306, Starbirds #1306, Yellow, Purple Protector, Round glasses, Wifi, Halo, 
1307, Starbirds #1307, Yellow, Grey Scout, Cyborg, Star, Jetpack, 
1308, Starbirds #1308, Blue, Purple Fighter, Vipers, Black Red, Blue scarf, 
1309, Starbirds #1309, Green, Black Scout, Green Shades, Space Ship, Green SB, 
1310, Starbirds #1310, Blue, Grey Royal, Sunset Shades, Ear Muffs, Red SB, 
1311, Starbirds #1311, Pink, Purple Protector, Derp, Moonrock, Orange SB, 
1312, Starbirds #1312, Yellow, Red Royal, Green Eyes, Indian, Green Hoodie, 
1313, Starbirds #1313, Grey, Red Royal, Round glasses, Hair, Cyber Jacket, 
1314, Starbirds #1314, Fire, Red Fighter, Tired, White Bucket Hat, Diamons Necklace, 
1315, Starbirds #1315, Yellow, Black Fighter, Chill, Robot Antenna, Red Scarf, 
1316, Starbirds #1316, Blue, Brown Figher, Round glasses, Baby Seal, Blue Shirt, 
1317, Starbirds #1317, Green Space, Red, Round glasses, Ear Muffs, SB Tee, 
1318, Starbirds #1318, Purple, Brown Scout, Neon Shades, Low Battery, None, 
1319, Starbirds #1319, Purple, Grey Fighter, Stars, Electricity, Gold chain, 
1320, Starbirds #1320, Green Space, Blue Protector, Sunset Shades, None, Diamons Necklace, 
1321, Starbirds #1321, Purple, Red Protector, Green Shades, White Bucket Hat, Cyber Jacket, 
1322, Starbirds #1322, Green Space, Grey Fighter, Round glasses, Indian, None, 
1323, Starbirds #1323, Purple, Black Fighter, Tired, Space Ship, Blue Hoodie, 
1324, Starbirds #1324, Fire, Red, Neon Shades, Hair, None, 
1325, Starbirds #1325, Grey, Brown Figher, Angry Eyes, Low Battery, Cyber Jacket, 
1326, Starbirds #1326, Yellow, Grey Fighter, Tired, Cowboy, Red SB, 
1327, Starbirds #1327, Blue, Purple Scout, Round glasses, Gold, Blue Shirt, 
1328, Starbirds #1328, Green Space, Red Fighter, Derp, None, Blue scarf, 
1329, Starbirds #1329, Purple Space, Purple Scout, Ruby, Hair, Red SB, 
1330, Starbirds #1330, Pink, Brown Figher, Red Shades, Black Red, None, 
1331, Starbirds #1331, Blue, Red, Aviators, White Bucket Hat, Green SB, 
1332, Starbirds #1332, Yellow, Brown Scout, Sunset Shades, Hair, SB Tee, 
1333, Starbirds #1333, Green, Purple Protector, Sleeping, Star, Red SB, 
1334, Starbirds #1334, Yellow, Black Fighter, Cyborg, Wifi, SB Tee, 
1335, Starbirds #1335, Blue, Black Protector, Green Shades, Robot Antenna, Green Scarf, 
1336, Starbirds #1336, Blue, Blue Royal, Green Shades, Indian, Blue Shirt, 
1337, Starbirds #1337, Green, Blue Protector, Tired, Wifi, Blue scarf, 
1338, Starbirds #1338, Green, Blue Protector, Derp, Star, Green SB, 
1339, Starbirds #1339, Green, Blue Scout, Aviators, Moonrock, Orange SB, 
1340, Starbirds #1340, Gradient, Purple Scout, Green Shades, Cyborg Antlers, Blue Shirt, 
1341, Starbirds #1341, Fire, Black Fighter, Red Shades, White Bucket Hat, Cyber Jacket, 
1342, Starbirds #1342, Clouds, Blue Fighter, Chill, Blue Bucket, SB Tee, 
1343, Starbirds #1343, Purple, Black Protector, Green Eyes, Ded, Red Scarf, 
1344, Starbirds #1344, Blue, Black Fighter, Neon Shades, Beer Hat, None, 
1345, Starbirds #1345, Pink, Blue Protector, Red Shades, White Bucket Hat, Blue Shirt, 
1346, Starbirds #1346, Purple, Blue Scout, Derp, Wizard Hat, Red SB, 
1347, Starbirds #1347, Green Space, Purple Protector, Stars, Low Battery, Red SB, 
1348, Starbirds #1348, Yellow, Red Protector, Wide, Baby Seal, Blue Hoodie, 
1349, Starbirds #1349, Green, Purple Protector, Green Shades, Red Bucket, Green Scarf, 
1350, Starbirds #1350, Purple, Purple Royal, Neon Shades, Ear Muffs, Green Hoodie, 
1351, Starbirds #1351, Purple, Black Protector, Round glasses, Hair, Blue scarf, 
1352, Starbirds #1352, Purple Space, Brown Protector, Ruby, Moon, Green SB, 
1353, Starbirds #1353, Blue, Grey Protector, Cyborg, Moonrock, Cyber Jacket, 
1354, Starbirds #1354, Green Space, Gold Scout, Sunset Shades, Cowboy, Red Scarf, 
1355, Starbirds #1355, Grey, Blue Protector, Round glasses, Blue Bucket, Orange SB, 
1356, Starbirds #1356, Purple Space, Red Royal, Chill, White Bucket Hat, Red Scarf, 
1357, Starbirds #1357, Clouds, Grey Fighter, Green Eyes, Wifi, Orange SB, 
1358, Starbirds #1358, Pink, Grey Scout, Ruby, Moonrock, None, 
1359, Starbirds #1359, Green Space, Blue Protector, Tired, Hair, Jetpack, 
1360, Starbirds #1360, Green, Grey Protector, Wide, Star, Green Hoodie, 
1361, Starbirds #1361, Purple, Grey Protector, Neon Shades, Cowboy, Blue Shirt, 
1362, Starbirds #1362, Purple Space, Purple Fighter, Round glasses, None, SB Tee, 
1363, Starbirds #1363, Fire, Black Scout, Angry Eyes, Ear Muffs, Blue Hoodie, 
1364, Starbirds #1364, Green Space, Blue Fighter, Wide, Electricity, Blue scarf, 
1365, Starbirds #1365, Green Space, Grey Scout, Neon Shades, Cowboy, None, 
1366, Starbirds #1366, Purple, Red, Derp, None, Kings Robe, 
1367, Starbirds #1367, Space, Purple Fighter, Wide, Red Bucket, Red Scarf, 
1368, Starbirds #1368, Yellow, Black Fighter, Chill, Red Bucket, SB Tee, 
1369, Starbirds #1369, Yellow, Grey Scout, Neon Shades, Wifi, Red Scarf, 
1370, Starbirds #1370, Fire, Purple Scout, Tired, Black Red, SB Tee, 
1371, Starbirds #1371, Gradient, Brown Figher, Green Shades, Beer Hat, Blue Hoodie, 
